,"市盈率PE(TTM)
[单位] 倍",,,,,,,,,
时间,全指公用,全指能源,全指材料,全指工业,全指可选,全指消费,全指医药,全指金融,全指信息,全指电信
2016/3/17,15.773,35.9538,158.9258,29.1959,25.6246,29.5303,41.8937,7.7967,59.8665,53.2656
2016/3/16,15.4342,36.3041,154.669,28.4604,24.8919,29.2324,40.7285,7.7795,57.1833,41.5984
2016/3/15,15.4647,35.9639,154.6145,28.6347,25.1324,29.5451,41.0306,7.6825,57.8046,41.8076
2016/3/14,15.3033,36.0498,162.6374,28.7383,25.2309,29.421,41.1813,7.6567,58.3664,41.9125
2016/3/11,14.983,35.6129,158.3369,27.8092,24.442,28.923,39.8959,7.6155,55.9489,40.6968
2016/3/10,14.9268,35.469,158.4319,27.8266,24.4463,29.4264,40.0176,7.5804,56.2165,40.7685
2016/3/9,15.095,36.1824,161.6382,28.3532,24.8813,29.4718,40.821,7.7447,57.1888,41.4032
2016/3/8,15.2234,36.9102,168.9144,28.8528,25.3312,29.9647,41.3045,7.7598,58.2126,41.8853
2016/3/7,15.2678,36.8185,166.9391,28.7463,25.2071,30.1437,41.0249,7.7593,57.5589,41.555
2016/3/4,15.1204,36.6912,161.7143,28.2974,24.8592,29.8432,40.4531,7.7901,56.1952,40.7354
2016/3/3,15.1775,35.9643,163.9208,28.7132,25.3988,29.7954,41.5989,7.5962,58.8005,41.7686
2016/3/2,15.1531,35.916,163.2558,28.6268,25.3709,29.6262,41.5641,7.5693,58.8902,41.691
2016/3/1,14.556,34.5804,154.2926,27.2469,24.2719,28.576,39.8283,7.3066,56.4401,39.9303
2016/2/29,14.3261,34.1759,150.333,26.6933,23.7649,28.0634,39.1538,7.198,55.2267,39.2369
2016/2/26,14.9213,33.5871,156.9215,28.0829,25.2135,29.0612,41.199,7.2811,60.056,42.5994
2016/2/25,14.7482,32.6559,157.9434,28.0893,25.1465,28.808,41.0502,7.2173,60.9769,42.9381
2016/2/24,15.7414,34.742,171.8108,30.63,27.0827,30.9075,44.2474,7.5737,67,46.3206
2016/2/23,15.4785,34.5307,170.922,30.315,26.9106,30.6432,44.2724,7.5436,67.4728,46.2831
2016/2/22,15.5195,34.5253,170.4419,30.5689,27.1865,30.583,44.5666,7.6415,68.2842,46.7109
2016/2/19,15.241,33.767,166.546,29.9738,26.6331,30.0116,44.06,7.4368,67.247,45.7513
2016/2/18,15.2765,33.878,166.755,29.896,26.5778,29.861,43.8763,7.4636,66.5864,45.2915
2016/2/17,15.2568,34.0402,166.4319,30.0072,26.6621,29.9962,44.0857,7.472,66.9803,45.619
2016/2/16,15.1278,33.5371,163.438,29.4093,26.3257,29.8151,43.9223,7.4351,65.8672,44.8493
2016/2/15,14.6157,32.6498,154.8209,28.2346,25.3753,28.8782,42.5458,7.228,62.9133,43.2188
2016/2/5,14.7943,32.8297,153.7244,28.4048,25.3815,29.0971,42.4461,7.3178,62.9254,43.1391
2016/2/4,14.9137,32.8576,154.8621,28.6107,25.603,29.2092,42.667,7.3668,64.3455,43.7723
2016/2/3,14.6983,32.5135,151.6717,28.0749,25.1107,28.8085,41.7915,7.3,63.0482,43.4193
2016/2/2,14.6801,32.9668,151.1579,28.0357,25.0634,28.8482,41.7622,7.3557,62.8489,43.1089
2016/2/1,14.3974,32.5574,146.8449,27.1449,24.3056,28.1081,40.5163,7.2431,60.1905,41.6877
2016/1/29,14.4174,30.7742,151.5733,27.6256,24.5449,28.227,40.8495,7.369,60.7839,42.1143
2016/1/28,14.0347,30.4043,145.6946,26.5824,23.6214,27.43,39.5443,7.1713,58.305,40.4985
2016/1/27,14.4612,30.4561,153.4021,27.9153,24.5784,28.1976,40.8732,7.3057,61.1599,42.485
2016/1/26,14.7727,29.8121,154.6833,28.2208,24.8167,28.3899,41.0535,7.3465,61.4946,43.11
2016/1/25,15.9085,31.6209,166.3749,30.568,26.7244,30.0791,44.0009,7.7711,66.5795,46.6883
2016/1/22,15.8153,31.0751,163.6838,30.3886,26.4669,29.7346,43.5675,7.7513,66.008,46.2334
2016/1/21,15.6977,30.5399,161.2114,29.886,26.1719,29.4607,43.2146,7.68,64.8225,45.3303
2016/1/20,16.1565,31.3184,170.5685,31.0501,27.1879,30.3086,43.8345,7.8199,67.3959,47.2891
2016/1/19,16.1484,31.4591,158.6093,31.3014,27.5788,30.8014,44.3622,7.9354,68.4134,48.6698
2016/1/18,15.6958,30.7232,148.9677,29.9164,26.621,29.7779,42.9296,7.7565,66.183,46.808
2016/1/15,15.6598,31.0069,151.2235,29.4001,26.2377,29.5625,42.2055,7.7696,64.3112,45.8824
2016/1/14,16.2687,32.4313,157.5927,30.6912,27.1925,30.5502,43.5294,7.9828,66.3878,47.7394
2016/1/13,15.9581,32.1161,153.0895,29.7769,26.3016,29.8172,41.9317,7.8893,63.4122,46.2579
2016/1/12,16.308,32.7023,157.658,30.9607,27.1509,30.4179,43.3345,8.0015,66.0679,48.496
2016/1/11,16.2608,32.7002,158.5953,30.7886,27.0413,30.4436,42.6392,7.9753,65.3675,49.3752
2016/1/8,17.178,34.2443,168.8176,32.7401,28.9348,32.1482,45.604,8.3681,70.3145,53.2345
2016/1/7,16.7989,32.924,162.9974,32.268,28.4893,31.611,44.8441,8.2523,70.5451,52.3804
2016/1/6,18.1237,35.2747,178.6262,35.2571,30.9826,34.0878,48.8903,8.6922,77.0105,57.4249
2016/1/5,17.6777,33.7041,171.4931,34.451,30.2371,33.5166,47.9892,8.6027,75.2963,56.2124
2016/1/4,17.7212,33.8064,172.7709,34.8433,30.6278,33.4723,48.7193,8.5752,77.796,56.4579
2015/12/31,18.9865,35.4197,188.5616,37.9496,33.3868,36.1166,53.1446,9.0826,85.1132,61.3381
2015/12/30,19.1121,35.7014,190.5179,38.3918,35.6194,36.3535,53.735,9.1411,87.2451,62.9743
2015/12/29,19.0797,35.6948,189.3527,38.136,33.7223,36.2127,53.0582,9.1145,85.577,61.3923
2015/12/28,18.9636,35.3718,187.0724,37.8014,33.3503,35.8712,52.6845,9.0355,84.8581,60.5169
2015/12/25,19.3326,36.0945,191.943,38.7598,34.1548,36.7405,54.011,9.2916,86.4219,61.6251
2015/12/24,19.2821,36.027,190.8102,38.4775,33.921,36.7662,53.8069,9.2777,86.0211,60.9361
2015/12/23,19.4981,36.252,190.4428,38.7535,34.0322,36.8481,54.0522,9.3604,85.712,60.8302
2015/12/22,19.6085,36.3206,193.7868,39.1537,34.2003,37.2177,54.1379,9.3209,87.351,62.2881
2015/12/21,19.6068,36.2806,191.315,38.9755,33.971,37.074,54.1485,9.3166,86.4181,62.165
2015/12/18,19.2546,35.8798,189.3372,38.5661,33.482,35.793,52.8547,9.1221,86.1313,61.7998
2015/12/17,19.3085,35.9243,190.2397,38.6531,33.4962,35.5399,52.5807,9.0858,86.5948,62.1964
2015/12/16,18.9655,35.6562,185.8616,37.7181,32.7292,34.8478,51.4506,8.9474,84.1199,60.3586
2015/12/15,18.7118,35.1894,184.5635,37.6248,32.616,34.8357,51.3097,8.9625,83.2477,60.3877
2015/12/14,18.7754,35.4532,183.7914,37.486,32.3121,34.6151,50.9051,9.078,81.8241,58.8221
2015/12/11,17.5776,36.0874,192.6214,35.8103,30.9154,33.7449,48.2986,8.7426,80.6006,59.3052
2015/12/10,17.7112,36.3006,193.0873,36.1272,31.1288,34.0603,48.6091,8.7919,81.2958,58.624
2015/12/9,17.8452,36.3907,194.6945,36.3531,31.2177,34.1558,48.428,8.8396,80.5439,58.1388
2015/12/8,17.914,36.4918,194.8574,36.5654,31.0888,34.1501,48.811,8.7775,80.6894,58.0836
2015/12/7,18.354,37.4128,199.2111,37.3519,31.757,34.9199,49.8693,8.9049,81.7523,59.2739
2015/12/4,18.3205,37.51,197.1599,37.0175,31.197,34.6758,48.9489,8.9548,80.4947,58.849
2015/12/3,18.6022,38.3464,198.4322,37.4576,31.3672,34.8189,49.195,9.2172,80.8833,59.2864
2015/12/2,18.4895,37.7352,195.0439,36.9636,30.7794,34.4603,48.3463,9.0665,78.2476,57.9407
2015/12/1,18.1033,36.8051,193.6414,36.7448,30.6342,34.0924,48.3606,8.6362,79.4149,58.2349
2015/11/30,18.1115,36.7011,192.987,36.5531,30.5493,33.8677,47.8551,8.6361,80.2727,58.9776
2015/11/27,17.7903,36.8642,192.2368,36.7286,30.3462,33.6925,47.7095,8.547,79.6926,59.0923
2015/11/26,18.8175,39.2347,204.3944,39.2672,32.2035,35.292,50.5639,8.9537,85.2557,63.1069
2015/11/25,18.9689,39.1682,203.8778,39.5406,32.4179,35.4642,51.1738,8.9791,86.5925,62.9604
2015/11/24,18.8678,38.8728,200.8093,39.1047,31.9753,34.9938,50.3137,8.9285,84.215,61.8721
2015/11/23,18.8648,38.9241,199.6561,39.0497,31.8717,34.8236,50.049,8.9148,82.8612,61.0727
2015/11/20,18.8731,39.3495,200.8991,39.3347,31.8157,34.9192,50.0401,8.9547,84.2232,62.4943
2015/11/19,18.8844,39.441,198.1397,38.9845,31.4971,34.752,49.7812,8.9791,82.9005,61.6201
2015/11/18,18.7098,39.2562,193.7662,38.1219,30.7304,34.2606,48.7885,8.9037,79.5084,59.5509
2015/11/17,19.0123,39.4617,196.6354,38.8606,31.193,34.3821,49.6404,8.9315,81.295,60.2192
2015/11/16,18.8923,39.2852,197.5496,38.9939,31.4448,34.3929,50.1928,8.894,83.0142,60.526
2015/11/13,19.0511,39.0489,194.6346,38.3722,31.1008,34.0993,49.3449,8.8743,80.2552,59.0044
2015/11/12,19.0684,39.873,198.9103,38.9549,31.4951,34.8422,50.6907,8.9429,82.5754,59.4283
2015/11/11,19.145,40.3045,198.5284,39.0286,31.4859,34.9105,50.4124,9.0639,83.0098,58.0012
2015/11/10,19.0184,40.4861,197.24,38.7238,31.2345,34.6994,49.494,9.0821,81.1702,57.0234
2015/11/9,19.1508,40.244,193.9973,38.8043,31.1038,34.7538,49.5446,9.1285,80.7875,57.1662
2015/11/6,18.93,39.6154,191.7377,38.3573,30.6737,34.3101,48.8432,8.9143,78.7296,56.2257
2015/11/5,18.7057,39.124,188.1025,37.6895,29.9416,33.8556,48.0368,8.7084,75.8587,54.8079
2015/11/4,18.4485,38.1304,186.7562,37.0757,29.7488,33.8614,48.2817,8.4821,76.0994,54.1433
2015/11/3,17.7225,36.7557,178.8015,35.5289,28.5009,32.6117,45.9275,8.0864,71.3771,51.3295
2015/11/2,17.8176,36.9493,178.3752,35.6334,28.6054,32.5613,46.319,8.1313,71.5371,51.6771
2015/10/30,17.6535,37.2939,141.2526,36.6568,29.1056,32.25,47.2903,8.2742,71.8271,56.4179
2015/10/29,17.6654,25.3523,126.5072,36.4095,29.5624,32.2771,47.3771,8.8267,71.7269,56.7882
2015/10/28,17.6507,25.1961,109.954,35.9442,29.0847,32.8615,47.1961,8.233,71.1832,56.6498
2015/10/27,17.9597,25.1655,101.2152,36.7808,29.5653,33.3234,49.0347,8.3731,73.847,60.1737
2015/10/26,18.0197,25.0554,90.7954,36.6228,29.4683,33.5912,48.5201,8.3942,72.9679,59.3637
2015/10/23,17.9155,24.3397,88.7459,36.237,29.2545,33.5285,48.9266,8.3684,72.5541,59.4147
2015/10/22,17.6303,24.1829,86.6196,35.7388,28.5923,32.8476,47.0094,8.2963,71.0906,54.2898
2015/10/21,17.2141,24.1707,83.8136,34.8229,27.748,31.9477,44.912,8.3117,68.8561,51.9737
2015/10/20,18.3703,24.7576,87.9777,36.6261,29.4737,33.4397,46.8197,8.2914,73.6888,55.073
2015/10/19,18.202,24.5422,87.1245,35.826,29.0795,33.155,46.2119,8.2583,71.9448,53.1263
2015/10/16,18.2365,24.7154,87.2528,36.0159,28.7255,33.2558,46.4247,8.2304,72.3288,53.5096
2015/10/15,17.95,24.3353,85.5836,35.2985,28.3405,32.8497,46.145,8.1289,71.254,52.7626
2015/10/14,17.483,23.9493,82.6922,34.3989,27.5687,32.0759,45.0192,7.9902,68.4539,50.3247
2015/10/13,17.7556,23.9347,83.3092,34.7245,28.0112,32.5288,45.6141,8.0703,69.4236,50.8874
2015/10/12,17.6791,24.1612,82.9356,34.3733,27.7205,32.3992,45.3954,8.1132,68.1679,50.7397
2015/10/9,17.0169,23.4151,79.38,33.0954,26.7731,31.4694,44.0064,7.9068,65.2151,48.6736
2015/10/8,16.8468,23.0796,77.9426,32.6372,26.4921,31.3388,43.678,7.7957,64.2494,47.9102
2015/9/30,16.2924,22.3713,75.314,31.5767,25.5769,30.2614,41.4061,7.6402,61.2509,45.5516
2015/9/29,16.246,22.3838,75.0114,31.2917,25.3833,30.2447,41.3107,7.612,61.3253,45.2638
2015/9/28,16.5877,22.9761,76.678,32.0407,25.7242,30.5317,42.0992,7.7377,62.3999,46.2895
2015/9/25,16.5073,23.1459,76.6768,31.7656,25.1785,30.317,41.1254,7.7802,59.9691,45.4072
2015/9/24,16.9193,23.1475,79.028,32.7208,25.9643,30.9045,42.3781,7.7843,63.0326,46.874
2015/9/23,16.7446,22.9611,77.9858,32.2881,25.6299,30.6327,41.6897,7.7755,62.2821,46.2914
2015/9/22,17.1284,23.6805,79.6581,32.8554,25.9144,31.1518,42.3331,7.9455,62.4673,46.9315
2015/9/21,17.1952,23.4339,78.9878,32.6594,25.8003,30.9488,42.0347,7.8367,62.3523,46.362
2015/9/18,16.9319,23.1663,77.0315,31.6192,24.999,30.2953,40.7231,7.8117,59.5176,44.3966
2015/9/17,16.9466,23.3095,76.3562,31.2668,24.6803,30.1088,40.344,7.8316,58.2582,43.9648
2015/9/16,17.3755,23.7943,77.8621,31.8065,25.3322,30.9614,41.2565,7.9682,58.3342,44.8195
2015/9/15,16.3726,22.7714,73.0041,29.888,23.7496,29.2765,38.552,7.7937,54.3799,42.3499
2015/9/14,17.1214,23.1725,77.6361,31.6051,24.9534,30.3234,40.2467,7.913,57.882,45.3186
2015/9/11,17.9588,23.9966,82.0098,32.94,26.5219,31.4013,42.6276,7.914,62.6062,48.4627
2015/9/10,17.9583,24.1198,81.8388,32.7939,26.3177,31.5121,42.5266,7.9596,61.6601,48.5562
2015/9/9,18.2292,24.559,83.5199,33.2635,26.6995,31.9183,42.8966,7.9967,63.1687,49.8349
2015/9/8,17.8513,23.8032,80.8325,32.3507,25.9829,31.2291,42.0046,7.9006,60.797,48.3575
2015/9/7,17.3563,23.4131,78.3279,31.3715,24.9767,30.3907,40.1924,7.7435,57.9905,46.9392
2015/9/2,17.7955,23.8165,78.4067,31.74,25.085,30.9152,40.2881,8.223,57.0453,47.024
2015/9/1,17.6992,24.644,79.7209,32.0528,25.4146,31.04,40.3332,8.0062,58.5438,47.8897
2015/8/31,17.916,24.1241,82.5221,33.4091,26.6296,32.089,42.2848,7.7705,61.7595,50.3144
2015/8/28,18.0757,24.1605,82.9109,34.1864,27.439,32.7797,43.8753,7.8249,64.8895,51.5886
2015/8/27,17.2012,20.5612,76.6818,32.4996,26.1613,31.3178,41.7603,7.6778,61.3085,48.1126
2015/8/26,16.5057,20.4828,73.0752,30.9668,25.0136,29.8457,39.9445,7.245,59.4835,47.0602
2015/8/25,17.2429,20.7249,75.4361,32.4913,25.3687,29.7977,40.2951,7.0771,64.1334,49.2146
2015/8/24,18.6479,22.8685,82.3786,35.2057,27.4639,31.4607,43.9183,7.6106,70.2601,53.1445
2015/8/21,20.4221,24.4363,87.962,38.3784,29.8894,34.3083,48.875,8.374,76.4322,58.3587
2015/8/20,21.3285,25.2959,92.1073,40.347,31.7262,36.0172,51.3805,8.6825,81.687,61.9727
2015/8/19,22.3752,26.3507,94.7039,42.1174,32.8259,37.2291,53.2803,8.9004,83.4381,62.2687
2015/8/18,22.0535,26.7265,92.308,41.4104,32.2012,36.4665,51.9868,8.8764,81.2245,60.5056
2015/8/17,23.908,27.4058,99.6219,44.7983,34.5988,39.0539,55.477,9.2533,87.0484,66.2362
2015/8/14,23.3623,27.6247,97.1956,44.4885,34.3451,38.5132,54.8367,9.335,86.852,65.8962
2015/8/13,23.1703,27.6159,96.9731,44.4546,34.1517,38.5751,54.5332,9.3274,86.9794,65.5164
2015/8/12,22.3083,27.5083,94.4117,43.5139,33.3315,38.0596,53.7458,9.2589,84.5876,64.4368
2015/8/11,22.5243,27.6536,95.9383,43.8553,33.8859,38.4842,55.1027,9.3926,86.3654,65.2646
2015/8/10,22.5313,27.3432,95.0544,43.9289,33.5279,38.4775,55.5077,9.4894,86.5438,65.3223
2015/8/7,21.4338,26.0832,89.9241,41.2989,32.1082,36.9303,53.1309,9.1877,82.7247,61.7328
2015/8/6,20.9288,25.6039,88.0258,40.0543,31.2616,36.0986,51.7364,9.0803,79.8466,59.3551
2015/8/5,21.109,25.8379,88.3736,40.4955,31.3421,36.4956,52.2773,9.1883,80.2727,59.8619
2015/8/4,21.5502,26.3389,89.1736,40.7834,31.8803,37.1246,52.8902,9.3994,81.7303,60.7602
2015/8/3,20.7578,25.6175,85.2285,38.5489,30.5212,35.7108,50.5433,9.2787,77.0439,57.3306
2015/7/31,20.6003,26.2287,86.3924,39.7703,31.1321,35.9939,51.0196,9.1684,80.9659,59.3583
2015/7/30,20.6534,27.0271,86.1852,40.544,31.588,36.4592,51.0418,9.1651,82.5821,60.6435
2015/7/29,21.2539,26.4663,88.9161,41.5587,32.6194,37.5114,53.8555,9.3964,85.3988,62.4387
2015/7/28,20.2061,26.2609,84.7288,39.2855,31.3284,36.162,51.8363,9.3291,81.55,59.6732
2015/7/27,20.2909,27.2089,87.5038,40.7231,31.9844,36.1559,52.4285,9.2266,85.2149,61.4108
2015/7/24,22.0381,29.952,94.7374,44.3044,34.4953,39.1342,57.1009,10.0372,92.2655,66.7492
2015/7/23,22.3112,29.8848,95.7876,44.8724,34.8765,40.0641,58.7319,10.2558,93.6881,66.4557
2015/7/22,21.8968,29.658,92.8534,43.7323,33.88,39.2279,57.2174,10.0784,92.0191,64.03
2015/7/21,21.5749,29.3532,92.4332,43.4764,33.6746,38.9963,56.9992,10.1872,90.7353,63.9606
2015/7/20,21.4919,29.6718,90.9459,42.6848,33.1912,38.4028,56.1688,10.2803,89.9205,62.899
2015/7/17,21.2978,28.9935,89.9072,41.6598,32.7975,38.0199,55.7061,10.3736,87.5859,61.2211
2015/7/16,20.3317,28.8943,85.8288,39.4871,31.223,36.2772,52.794,10.2359,83.0387,57.3961
2015/7/15,19.958,29.0732,84.4965,38.5772,30.8751,35.5449,51.4594,10.3726,82.1297,56.1629
2015/7/14,21.4117,27.9266,89.2159,40.7328,32.5478,37.2432,54.419,10.4095,85.9583,57.6066
2015/7/13,21.7146,28.8186,89.5064,41.083,32.4363,37.5678,53.401,10.6561,83.0531,56.4986
2015/7/10,20.4044,29.1795,84.9449,38.9405,30.8582,35.9814,50.5521,10.9062,78.8897,54.3695
2015/7/9,19.1628,28.2044,80.6422,36.5682,29.4339,33.924,47.9125,10.7112,76.5543,52.4507
2015/7/8,18.0434,26.6689,76.7951,34.4022,28.1005,31.9173,45.6347,10.278,74.6639,50.643
2015/7/7,19.2576,29.1656,79.872,36.1019,29.1326,33.594,47.1947,10.8678,75.6489,52.8034
2015/7/6,19.9098,28.5228,84.0856,37.5339,30.8038,35.3946,50.4662,10.522,80.1458,55.2943
2015/7/3,20.073,26.9682,85.8634,38.0063,31.2689,35.3316,51.175,9.8299,83.5321,56.3463
2015/7/2,21.6721,27.9124,91.5836,40.8509,33.0345,37.3825,53.4191,10.3605,87.7569,60.3515
2015/7/1,23.3278,27.3855,98.1372,43.8497,34.8137,39.6048,56.3301,10.3066,93.0141,64.5871
2015/6/30,24.8667,28.8644,104.0433,46.7914,36.4305,41.3832,58.5511,10.8337,98.0348,68.1272
2015/6/29,24.1306,27.8922,99.15,44.3978,34.3219,39.3082,56.5102,10.1494,92.5967,64.2227
2015/6/26,24.9281,27.4313,105.3119,47.0136,36.3423,40.6087,60.2141,10.2681,99.4708,69.9368
2015/6/25,26.9117,29.4487,114.5172,51.2662,39.4055,44.038,65.6323,10.9284,108.7381,77.1881
2015/6/24,27.5069,30.7503,119.1206,53.1324,41.138,45.4367,68.6715,11.1967,114.7547,80.8345
2015/6/23,26.2011,29.5418,115.8134,51.5081,40.4039,44.1607,67.7382,11.0109,113.8096,79.383
2015/6/19,25.7724,28.6824,115.0695,50.4469,40.1215,42.9713,66.2617,10.6533,112.5232,78.8532
2015/6/18,27.5545,30.5923,123.9371,54.2854,42.6832,46.1834,70.4186,11.225,119.1544,84.734
2015/6/17,28.3888,31.8198,127.4201,56.2093,43.9621,47.3221,71.3137,11.72,125.3041,88.1379
2015/6/16,27.2082,31.0717,124.7358,55.1973,43.3028,46.6919,70.3719,11.6067,121.3634,86.5362
2015/6/15,28.3173,32.1703,130.1701,58.1235,44.6092,48.3716,72.5701,11.7835,127.029,90.1302
2015/6/12,27.9949,33.5491,131.5798,60.5724,44.6605,48.8209,74.4238,11.7469,133.0283,93.0882
2015/6/11,27.3657,33.1173,130.1418,60.2159,43.7834,47.9254,73.6155,11.6911,131.9568,90.6174
2015/6/10,27.5252,33.4061,128.0716,59.8012,43.3414,47.2227,72.0722,11.7591,130.4132,90.1645
2015/6/9,28.038,33.9199,127.1569,59.9505,42.3827,46.2654,70.4579,11.8653,126.5731,89.2575
2015/6/8,27.5137,33.6757,126.7453,60.4143,42.4071,46.6086,70.9131,11.9996,126.5544,89.0756
2015/6/5,27.0079,32.5647,127.4233,60.379,42.6318,46.1171,71.9297,11.3632,131.5613,90.4401
2015/6/4,26.2501,32.0444,123.6027,58.7905,42.0512,45.5688,71.4575,11.3726,132.0832,89.5871
2015/6/3,26.077,31.1481,122.932,59.2083,42.1852,46.0889,72.1045,11.0427,133.832,90.1213
2015/6/2,26.3984,31.2881,123.2523,59.1653,42.0585,46.2843,72.2705,11.0248,132.8094,89.2778
2015/6/1,25.5634,31.11,119.6142,57.3651,40.6331,45.1145,70.2154,10.9913,127.5484,86.4861
2015/5/29,23.9211,29.5329,114.0772,53.2337,38.8395,43.0445,66.5952,10.4819,121.0732,82.2388
2015/5/28,23.8742,30.0917,113.2396,53.1628,38.214,42.9943,64.9772,10.5214,118.1358,81.3276
2015/5/27,25.4386,32.9423,118.3308,57.0392,40.5547,45.7246,68.6949,11.2367,124.531,85.3835
2015/5/26,24.8853,32.1818,116.3147,56.5787,40.4015,45.3169,68.3656,11.3411,123.8342,84.4359
2015/5/25,24.3756,31.8564,113.3695,54.9781,39.086,44.3461,66.5453,11.2556,118.6179,80.7996
2015/5/22,23.4727,30.9192,110.3735,52.7803,38.2667,43.1511,65.3651,10.9824,118.7307,79.5158
2015/5/21,22.6062,29.7954,107.7819,51.7711,37.6582,42.294,65.0513,10.6611,119.079,78.9601
2015/5/20,22.2502,29.4972,104.8985,50.2668,36.2818,40.8596,62.2686,10.599,115.0133,75.6386
2015/5/19,22.0713,29.5433,103.421,49.7888,35.6809,40.5519,61.2977,10.6212,112.1773,74.2828
2015/5/18,21.4951,28.6352,100.8711,48.2548,34.757,39.5685,60.0857,10.2318,110.0869,72.0685
2015/5/15,21.6019,29.2137,100.8165,48.0274,34.427,39.2515,58.3211,10.4029,106.0729,70.7141
2015/5/14,22.1168,30.2222,101.8852,48.2488,34.7214,39.5967,58.8423,10.6385,105.8564,72.2628
2015/5/13,21.8203,29.9817,100.5434,48.2838,34.8184,39.6415,58.9107,10.6919,106.7826,71.736
2015/5/12,22.3407,30.5885,99.5935,48.5621,34.4316,39.2031,58.5208,10.7648,106.6793,70.2377
2015/5/11,21.5008,30.49,98.2411,47.318,33.7941,38.5601,57.5846,10.7174,103.6506,68.6199
2015/5/8,20.6542,29.7714,94.9056,45.6036,32.52,37.4553,55.3295,10.5042,97.8276,66.2053
2015/5/7,20.1068,29.2048,92.1886,43.9186,31.4345,36.4255,53.4385,10.4219,92.1389,63.0152
2015/5/6,21.2553,30.333,94.6899,45.8027,31.727,36.7248,54.1652,10.5547,92.7933,64.1213
2015/5/5,21.9193,31.2966,96.6149,47.2953,31.977,37.1692,54.2372,10.5371,91.3956,64.3897
2015/5/4,23.351,32.3929,100.7122,49.0602,33.216,38.536,55.2917,11.0022,93.7037,67.5358
2015/4/30,21.9476,32.1457,99.1332,48.6678,33.01,38.1436,55.3887,10.961,94.1238,66.6989
2015/4/29,21.8519,30.3794,96.2623,49.7293,33.4235,38.4538,55.4172,11.2823,93.2567,79.857
2015/4/28,22.1776,31.0919,92.9898,49.2363,32.6981,38.0973,54.9086,11.4715,89.6298,78.7292
2015/4/27,22.6913,27.2595,94.7426,50.2514,33.7506,39.535,57.4437,11.3983,95.5147,78.6522
2015/4/24,22.5826,24.3386,90.029,48.6611,33.5459,39.4461,57.1482,11.1349,96.2281,76.7779
2015/4/23,22.8018,24.3642,90.2876,47.5778,33.4072,39.5205,57.0329,11.438,95.4397,77.529
2015/4/22,22.7918,24.0198,87.1657,47.8279,32.8719,39.506,56.8176,11.585,93.1231,75.7517
2015/4/21,22.0553,23.4524,85.022,46.8458,32.2064,38.8444,55.8019,11.284,90.9506,74.4716
2015/4/20,21.4921,23.0066,82.4692,46.6013,30.9741,37.7388,53.6922,11.0625,86.5594,71.1389
2015/4/17,21.7901,23.5853,84.7881,45.7588,31.7661,38.447,55.7925,11.5159,88.2711,71.5838
2015/4/16,21.3892,22.7479,83.4899,43.7005,31.5907,38.5589,56.32,11.4681,88.2542,70.3161
2015/4/15,20.6909,21.8665,82.6051,42.728,30.9686,37.3763,55.2503,11.1796,87.216,68.3225
2015/4/14,21.4475,22.0385,81.1437,43.1795,31.9833,38.6107,57.7727,11.1802,91.9219,70.109
2015/4/13,20.6669,22.0916,80.3545,42.2009,32.1258,38.351,57.3515,11.2824,92.2772,70.8825
2015/4/10,20.2173,21.6896,78.0683,40.8361,31.8837,37.8131,55.1059,11.044,91.6128,69.9802
2015/4/9,19.9644,21.4594,76.8992,39.9757,31.2216,36.8274,53.2973,10.8205,89.372,68.4451
2015/4/8,20.4842,21.7133,78.1411,40.4146,31.7643,37.1502,53.6053,10.863,89.6687,70.2203
2015/4/7,20.7215,21.4718,78.1898,40.2237,32.2762,37.1213,54.2549,10.626,91.5644,70.9877
2015/4/3,20.2414,20.7917,76.3398,39.3345,31.7887,36.0745,53.0788,10.3589,89.9336,69.3935
2015/4/2,19.9017,20.8633,74.3105,38.8892,31.1547,35.683,52.4508,10.2632,88.8034,69.3184
2015/4/1,19.7801,20.6975,72.2404,38.5266,30.6465,35.2046,51.7817,10.3427,86.7814,67.9934
2015/3/31,19.3773,20.4294,70.839,37.7632,29.7164,34.6655,50.4488,10.2206,84.458,65.7886
2015/3/30,19.7507,20.6916,67.0658,38.3426,29.7031,34.3145,50.1322,10.3569,83.2419,65.09
2015/3/27,19.3789,20.1039,65.7103,37.6448,29.4122,34.0288,49.7858,10.002,84.1317,64.7414
2015/3/26,19.463,18.4057,64.1014,37.7595,29.2331,34.021,49.1922,9.9525,82.7399,64.3877
2015/3/25,19.5634,17.6472,52.898,37.8458,29.6223,33.6131,49.8643,9.9248,86.0933,65.582
2015/3/24,19.7048,17.9258,53.187,37.4741,29.3482,33.3029,49.0519,10.1506,85.0895,64.6236
2015/3/23,19.717,18.1789,51.805,37.2054,29.1573,33.2296,48.5155,10.2203,83.3435,63.8788
2015/3/20,19.1357,16.5201,49.9889,36.3435,28.4963,32.7171,47.2443,10.0843,80.0911,62.2992
2015/3/19,18.9932,16.5218,49.9646,36.3427,28.209,32.5031,46.7723,9.8764,78.6641,61.8735
2015/3/18,18.3593,16.4818,50.0952,35.731,28.1511,32.6897,47.7462,10.0016,77.6527,61.5916
2015/3/17,18.0773,16.2084,48.8993,34.9435,27.578,32.1938,46.9842,9.7646,75.9654,60.7918
2015/3/16,17.7604,15.9072,48.2813,33.9965,27.372,31.8765,46.7735,9.6549,75.384,60.3192
